,id,published,title,summary
47,https://www.lemonde.fr/disparitions/article/2022/09/08/la-mort-de-serge-bolloch-ancien-journaliste-au-monde_6140738_3382.html,"Thu, 08 Sep 2022 15:49:36 +0200","La mort de Serge Bolloch, ancien journaliste au « Monde »","Rédacteur pendant près de trente ans au quotidien du soir, il avait suivi l’actualité de l’enseignement supérieur, le sport et l’information régionale, participant notamment à la création du « Monde Rhône-Alpes ». Il s’est éteint le 4 septembre, à l’âge de 77 ans."
48,https://www.lemonde.fr/disparitions/article/2022/09/08/la-mort-de-just-jaeckin-cineaste-de-l-hedonisme-des-annees-1970_6140681_3382.html,"Thu, 08 Sep 2022 09:42:23 +0200","La mort de Just Jaeckin, cinéaste de l’hédonisme des années 1970","Le réalisateur a connu la célébrité dès son premier film, « Emmanuelle », un succès réitéré avec « Histoire d’O ». Egalement photographe et sculpteur, il est mort le 6 septembre, à l’âge de 82 ans."
49,https://www.lemonde.fr/disparitions/article/2022/09/07/la-mort-du-pianiste-et-chef-d-orchestre-allemand-lars-vogt_6140545_3382.html,"Wed, 07 Sep 2022 11:42:21 +0200",La mort du pianiste et chef d’orchestre allemand Lars Vogt,"Directeur musical de l’Orchestre de chambre de Paris depuis 2020, le musicien, diagnostiqué en mars 2021 d’un cancer du foie inopérable, s’est éteint le 5 septembre à Erlangen, à l’âge de 51 ans"
50,https://www.lemonde.fr/disparitions/article/2022/09/07/just-jaeckin-le-realisateur-d-emmanuelle-est-mort-a-l-age-de-82-ans_6140518_3382.html,"Wed, 07 Sep 2022 10:03:59 +0200","Just Jaeckin, le réalisateur d’« Emmanuelle », est mort à l’âge de 82 ans","Le film, qui a connu un succès international, du Japon aux Etats-Unis, raconte les aventures sexuelles d’une jeune femme en Asie. Just Jaeckin réalisera ensuite « Histoire d’O » et, à nouveau avec Sylvia Kristel, « L’Amant de Lady Chatterley »."
51,https://www.lemonde.fr/culture/article/2022/09/06/regis-durand-en-quelques-dates_6140390_3246.html,"Tue, 06 Sep 2022 11:40:51 +0200",Régis Durand en quelques dates,
52,https://www.lemonde.fr/culture/article/2022/09/06/la-mort-de-regis-durand-defenseur-de-l-image-contemporaine_6140389_3246.html,"Tue, 06 Sep 2022 11:40:07 +0200","La mort de Régis Durand, défenseur de l’image contemporaine","Le critique d’art et commissaire d’exposition, qui fut le premier directeur du Jeu de paume, lieu consacré à la photographie, est mort le 25 août, à l’âge de 80 ans"
53,https://www.lemonde.fr/disparitions/article/2022/09/06/la-mort-de-kazuo-inamori-industriel-japonais-et-moine-bouddhiste_6140357_3382.html,"Tue, 06 Sep 2022 08:57:51 +0200","La mort de Kazuo Inamori, industriel japonais et moine bouddhiste","Grand patron né dans une famille modeste, philanthrope et non conformiste, il fit de Kyoto Ceramics un fleuron de l’industrie nippone, avant de voler à la rescousse de Japan Airlines. Il s’est éteint le 24 août, à l’âge de 90 ans."
54,https://www.lemonde.fr/disparitions/article/2022/08/31/mort-de-mikhail-gorbatchev-macron-salue-un-homme-de-paix-poutine-en-reste-a-de-profondes-condoleances_6139567_3382.html,"Wed, 31 Aug 2022 01:45:13 +0200","Mort de Mikhaïl Gorbatchev : Emmanuel Macron salue un « homme de paix », Vladimir Poutine « un homme d’Etat qui a eu une grande influence sur l’évolution de l’histoire du monde »","Les premières réactions internationales à la disparition du père de la perestroïka saluent « l’engagement », le « courage » et le « rôle crucial » d’un homme qui a contribué à mettre fin à la guerre froide."
55,https://www.lemonde.fr/disparitions/article/2022/08/30/mikhail-gorbatchev-le-dernier-dirigeant-de-l-urss-est-mort_6139559_3382.html,"Tue, 30 Aug 2022 22:47:54 +0200","Mikhaïl Gorbatchev, le dernier dirigeant de l’URSS, est mort","Artisan du rapprochement Est-Ouest, le père de la perestroïka s’est éteint à l’âge de 91 ans. Perçu en Russie comme le responsable du chaos qui a suivi la chute de l’Union soviétique, il avait quitté la vie politique en 1991."
56,https://www.lemonde.fr/disparitions/article/2022/08/30/camilo-guevara-march-fils-de-che-guevara-est-mort_6139550_3382.html,"Tue, 30 Aug 2022 19:45:35 +0200","Camilo Guevara March, fils d’Ernesto « Che » Guevara, est mort","Diplômé en droit du travail, l’ancien directeur du Centre d’études Che-Guevara à La Havane, une institution dédiée à la mémoire de l’œuvre et de la pensée du Che, est mort à l’âge de 60 ans."
